order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount
1,2025-10-07,C1580,pending,9,5.96,USD,user@example.com,53.49
2,2025-11-05,C1835,closed,8,40.06,USD,,352.12
3,2025-10-01,C1842,open,5,9.92,USD,user@example.com,47.73
4,2025-10-07,C1579,closed,9,18.22,EUR,client@corp.com,190.17
5,2025-10-03,C1280,open,5,33.34,USD,,143.31
6,2025-10-09,C1721,open,7,43.85,GBP,user@example.com,286.54
7,2025-10-01,C1260,open,1,21.98,USD,,26.25
8,2025-10-11,C1651,closed,4,13.46,USD,contact@shop.net,55.46
9,2025-10-01,C1619,closed,1,28.23,USD,user@example.com,22.96
10,2025-10-07,C1068,closed,8,26.09,USD,user@example.com,233.95
11,2025-10-07,C1008,closed,7,16.68,EUR,client@corp.com,107.68
12,2025-10-07,C1485,open,4,47.87,EUR,,219.48
13,2025-10-01,C1825,open,2,9.58,USD,contact@shop.net,18.79
14,2025-10-09,C1232,open,2,39.58,USD,,87.33
15,2025-10-06,C1108,closed,6,26.02,EUR,,166.67
16,2025-10-06,C1975,open,7,29.83,EUR,,206.34
17,2025-10-05,C1555,pending,8,24.16,USD,contact@shop.net,160.29
18,2025-10-05,C1469,open,9,9.4,GBP,user@example.com,76.75
19,2025-10-11,C1352,closed,1,42.82,YEN,,44.23
20,2025-10-11,C1394,open,4,43.22,USD,client@corp.com,171.94
21,2025-10-07,C1810,open,7,49.17,USD,,310.31
22,2025-10-03,C1020,closed,6,40.58,GBP,,225.31
23,2025-10-03,C1200,open,3,43.99,USD,,143.83
24,2025-11-05,C1554,open,5,8.04,USD,,35.53
25,2025-10-07,C1416,open,4,13.77,USD,,47.97
26,2025-10-05,C1356,open,8,35.73,EUR,,311.28
27,2025-10-05,C1889,pending,1,8.83,EUR,,7.13
28,2025-11-05,C1890,open,7,47.54,USD,,365.96
29,2025-10-01,C1043,closed,3,22.85,USD,user@example.com,62.81
30,2025-10-09,C1643,closed,6,19.92,USD,user@example.com,120.47
31,2025-10-07,C1797,open,5,31.48,USD,,145.83
32,2025-10-07,C1749,pending,7,14.78,USD,user@example.com,84.75
33,2025-11-05,C1888,open,3,32.52,USD,,108.02
34,2025-10-09,C1936,closed,8,49.92,GBP,user@example.com,449.11
35,2025-10-07,C1305,open,7,13.64,USD,user@example.com,93.33
36,2025-10-07,C1237,open,1,47.81,EUR,client@corp.com,55.68
37,2025-10-03,C1549,pending,6,11.43,USD,,69.3
38,2025-10-06,C1874,open,3,13.21,USD,user@example.com,34.71
39,2025-10-09,C1958,closed,9,40.34,BTC,contact@shop.net,383.04
40,2025-10-06,C1549,pending,2,10.3,GBP,user@example.com,17.46
41,2025-10-05,C1045,pending,1,34.02,USD,user@example.com,40.38
42,2025-10-11,C1839,pending,5,40.13,GBP,contact@shop.net,167.1
43,2025-10-06,C1526,pending,7,31.88,GBP,client@corp.com,254.66
44,2025-10-09,C1548,open,4,5.69,EUR,,19.16
45,2025-10-01,C1133,open,9,47.07,USD,,501.44
46,2025-10-07,C1283,open,5,6.56,USD,,28.89
47,2025-10-05,C1629,closed,6,19.71,USD,user@example.com,124.86
48,2025-10-11,C1275,pending,6,34.84,USD,,190.02
49,2025-10-09,C1278,pending,3,29.21,GBP,,93.64
50,2025-10-03,C1302,open,5,43.63,EUR,,260.0
51,2025-11-05,C1778,closed,4,14.25,YEN,contact@shop.net,49.73
52,2025-10-06,C1583,closed,3,19.42,USD,user@example.com,49.75
53,2025-10-01,C1211,pending,8,39.93,USD,client@corp.com,352.05
54,2025-10-09,C1442,open,4,10.59,GBP,,49.5
55,2025-10-11,C1421,closed,8,7.22,USD,contact@shop.net,63.61
56,2025-10-03,C1197,closed,7,28.41,USD,,200.17
57,2025-10-05,C1948,open,3,47.87,GBP,contact@shop.net,135.76
58,2025-11-05,C1206,open,4,37.59,USD,,178.95
59,2025-10-03,C1133,closed,5,27.77,USD,,118.84
60,2025-10-09,C1774,pending,7,16.95,USD,,107.5
61,2025-10-03,C1601,pending,1,18.5,EUR,contact@shop.net,17.58
62,2025-10-06,C1592,open,6,33.25,USD,,163.53
63,2025-10-06,C1724,pending,8,29.08,USD,,199.31
64,2025-10-01,C1884,closed,4,42.23,USD,client@corp.com,164.48
65,2025-10-06,C1520,open,6,20.04,USD,user@example.com,128.41
66,2025-10-03,C1974,closed,2,36.75,USD,client@corp.com,68.41
67,2025-10-01,C1632,closed,5,34.46,GBP,,183.09
68,2025-11-05,C1036,pending,6,41.19,YEN,,206.15
69,2025-11-05,C1478,closed,8,36.51,USD,,344.22
70,2025-11-05,C1704,open,6,45.77,GBP,,256.3
71,2025-10-01,C1112,pending,8,49.66,YEN,contact@shop.net,466.75
72,2025-10-03,C1105,pending,1,13.06,USD,,15.42
73,2025-10-01,C1147,open,5,35.48,USD,,192.87
74,2025-10-07,C1575,pending,4,8.82,GBP,,36.27
75,2025-10-07,C1341,pending,5,20.07,USD,,87.82
76,2025-10-11,C1190,closed,1,40.7,USD,,44.74
77,2025-10-09,C1657,closed,3,29.32,USD,,87.0
78,2025-11-05,C1413,open,6,23.92,USD,user@example.com,125.1
79,2025-10-06,C1645,pending,2,11.67,USD,client@corp.com,21.42
80,2025-10-03,C1931,open,8,15.1,USD,,112.54
81,2025-10-07,C1385,closed,5,29.59,USD,contact@shop.net,123.93
82,2025-10-07,C1717,closed,2,40.2,USD,,67.61
83,2025-10-01,C1261,open,5,17.39,GBP,client@corp.com,98.52
84,2025-10-01,C1265,open,9,26.09,EUR,contact@shop.net,219.8
85,2025-10-01,C1957,pending,7,30.55,USD,,248.3
86,2025-10-06,C1991,open,7,11.88,EUR,,81.1
87,2025-10-09,C1132,open,4,40.86,USD,,165.26
88,2025-10-07,C1386,open,6,43.52,USD,client@corp.com,230.12
89,2025-11-05,C1996,pending,3,24.55,GBP,,59.47
90,2025-11-05,C1538,open,3,33.67,USD,,121.1
91,2025-10-07,C1629,pending,2,45.67,USD,client@corp.com,76.37
92,2025-10-09,C1294,closed,3,41.26,USD,,112.27
93,2025-10-07,C1226,closed,2,18.33,EUR,user@example.com,32.77
94,2025-10-07,C1522,open,3,38.26,USD,,118.04
95,2025-10-01,C1854,closed,6,18.71,GBP,user@example.com,125.8
96,2025-10-03,C1794,open,5,8.09,EUR,,40.81
97,2025-10-06,C1581,closed,9,30.06,USD,contact@shop.net,292.75
98,2025-10-03,C1109,closed,3,5.01,EUR,contact@shop.net,17.2
99,2025-10-07,C1519,pending,8,9.33,YEN,client@corp.com,70.39
100,2025-10-03,C1399,open,2,27.51,BTC,,64.29
101,2025-10-11,C1580,pending,5,14.44,USD,,70.29
102,2025-10-05,C1801,open,3,37.78,USD,user@example.com,96.25
103,2025-10-01,C1449,pending,5,32.18,USD,,147.0
104,2025-10-11,C1440,closed,2,35.89,USD,user@example.com,79.3
105,2025-10-05,C1901,pending,5,14.41,BTC,,73.7
106,2025-10-01,C1491,closed,4,29.75,BTC,client@corp.com,138.85
107,2025-10-07,C1763,open,3,11.47,USD,client@corp.com,40.22
108,2025-10-06,C1499,open,5,9.68,USD,contact@shop.net,44.02
109,2025-10-01,C1761,closed,7,29.63,USD,contact@shop.net,217.16
110,2025-10-06,C1788,pending,8,39.31,USD,,337.11
111,2025-10-06,C1875,closed,1,48.62,USD,contact@shop.net,46.91
112,2025-10-09,C1243,pending,5,31.39,EUR,,129.52
113,2025-10-03,C1325,open,3,22.69,USD,,78.85
114,2025-10-07,C1669,open,3,6.15,USD,user@example.com,21.17
115,2025-11-05,C1245,closed,7,46.95,USD,contact@shop.net,355.37
116,2025-10-11,C1596,open,7,32.33,USD,,213.16
117,2025-10-07,C1738,closed,1,26.04,BTC,,26.43
118,2025-10-09,C1326,closed,2,34.06,USD,user@example.com,55.57
119,2025-10-01,C1304,open,3,14.83,USD,,49.26
120,2025-11-05,C1428,closed,4,41.61,USD,user@example.com,192.75
121,2025-10-11,C1049,pending,5,24.39,USD,user@example.com,98.19
122,2025-10-03,C1982,open,2,6.18,EUR,user@example.com,10.02
123,2025-10-03,C1800,closed,7,19.65,USD,client@corp.com,128.65
124,2025-11-05,C1802,open,5,12.19,USD,client@corp.com,61.52
125,2025-10-03,C1859,closed,5,10.76,USD,,58.83
126,2025-10-11,C1562,open,3,29.71,EUR,client@corp.com,71.58
127,2025-10-07,C1434,closed,4,32.3,EUR,user@example.com,104.21
128,2025-11-05,C1159,pending,6,47.88,GBP,,301.01
129,2025-10-01,C1188,open,4,18.2,GBP,user@example.com,72.78
130,2025-10-01,C1028,pending,4,32.61,USD,client@corp.com,130.57
131,2025-11-05,C1626,open,6,22.73,USD,user@example.com,145.56
132,2025-10-01,C1652,open,6,43.51,USD,,240.13
133,2025-11-05,C1391,open,5,17.73,USD,,103.94
134,2025-10-01,C1462,closed,9,34.25,USD,client@corp.com,283.39
135,2025-10-06,C1652,closed,9,31.92,BTC,client@corp.com,308.59
136,2025-10-01,C1840,open,5,15.98,EUR,user@example.com,72.62
137,2025-10-03,C1970,open,3,37.59,GBP,user@example.com,121.77
