order_id,order_date,customer_id,status,quantity,unit_price,currency,customer_email,total_amount
1,2025-09-27,C1000,open,5.0,42.03,USD,user1@example.com,211.45
2,2025-09-28,C1001,pending,2.0,36.61,USD,user2@example.com,74.24
3,2025-10-02,C1002,closed,5.0,27.68,USD,user3@example.com,136.85
4,2025-09-09,C1003,closed,1.0,26.33,EUR,user4@example.com,26.1
5,2025-09-17,C1004,closed,3.0,35.9,USD,user5@example.com,107.84
6,2025-10-13,C1005,closed,1.0,57.99,USD,user6@example.com,57.47
7,2025-09-16,C1006,closed,5.0,46.2,USD,user7@example.com,230.79
8,2025-09-13,C1007,closed,2.0,39.91,GBP,user8@example.com,79.81
9,2025-09-14,C1008,open,1.0,43.31,EUR,user9@example.com,43.27
10,2025-09-08,C1009,closed,3.0,43.59,USD,user10@example.com,129.83
11,2025-10-17,C1010,open,1.0,23.51,USD,user11@example.com,23.22
12,2025-10-18,C1011,pending,5.0,11.57,EUR,user12@example.com,57.86
13,2025-10-02,C1012,pending,2.0,52.7,GBP,user13@example.com,105.47
14,2025-10-04,C1013,pending,2.0,41.05,USD,user14@example.com,80.7
15,2025-09-29,C1014,closed,5.0,50.92,GBP,user15@example.com,253.14
16,2025-09-19,C1015,closed,2.0,22.05,USD,user16@example.com,43.63
17,2025-09-18,C1016,pending,1.0,26.92,GBP,user17@example.com,27.39
18,2025-09-16,C1017,closed,3.0,42.32,GBP,user18@example.com,127.04
19,2025-09-15,C1018,pending,1.0,43.37,GBP,user19@example.com,42.9
20,2025-09-22,C1019,closed,2.0,32.68,EUR,user20@example.com,65.47
21,2025-09-29,C1020,closed,4.0,59.84,USD,user21@example.com,243.65
22,2025-10-05,C1021,closed,2.0,17.35,USD,user22@example.com,35.12
23,2025-09-09,C1022,closed,3.0,54.61,GBP,user23@example.com,161.35
24,2025-10-07,C1023,closed,2.0,24.68,EUR,user24@example.com,50.21
25,2025-09-16,C1024,closed,4.0,48.76,USD,user25@example.com,197.5
26,2025-10-01,C1025,closed,2.0,10.65,GBP,user26@example.com,21.27
27,2025-09-12,C1026,pending,3.0,42.07,EUR,user27@example.com,127.99
28,2025-09-08,C1027,closed,2.0,52.92,EUR,user28@example.com,103.8
29,2025-09-28,C1028,open,1.0,53.67,EUR,user29@example.com,52.81
30,2025-09-11,C1029,closed,1.0,31.79,GBP,user30@example.com,31.59
31,2025-10-19,C1030,pending,5.0,31.26,USD,user31@example.com,159.02
32,2025-09-09,C1031,open,5.0,37.54,GBP,user32@example.com,189.88
33,2025-09-22,C1032,open,1.0,54.65,USD,user33@example.com,55.55
34,2025-10-01,C1033,closed,1.0,38.05,GBP,user34@example.com,37.36
35,2025-09-25,C1034,pending,1.0,39.55,GBP,user35@example.com,40.09
36,2025-10-06,C1035,closed,4.0,46.6,USD,user36@example.com,184.02
37,2025-09-20,C1036,open,1.0,32.97,GBP,user37@example.com,33.43
38,2025-09-06,C1037,open,3.0,48.22,EUR,user38@example.com,147.4
39,2025-09-25,C1038,closed,1.0,16.77,GBP,user39@example.com,17.06
40,2025-09-14,C1039,open,5.0,50.65,EUR,user40@example.com,248.59
41,2025-09-25,C1040,open,3.0,21.53,USD,user41@example.com,65.47
42,2025-10-03,C1041,pending,4.0,37.25,USD,user42@example.com,149.03
43,2025-09-27,C1042,open,3.0,25.43,GBP,user43@example.com,77.46
44,2025-09-28,C1043,closed,5.0,22.89,EUR,user44@example.com,115.32
45,2025-10-06,C1044,closed,1.0,58.1,EUR,user45@example.com,57.17
46,2025-10-15,C1045,closed,3.0,14.64,GBP,user46@example.com,43.19
47,2025-10-14,C1046,closed,1.0,26.28,USD,user47@example.com,26.22
48,2025-09-24,C1047,open,4.0,42.01,USD,user48@example.com,168.46
49,2025-09-27,C1048,closed,1.0,50.5,EUR,user49@example.com,50.03
50,2025-10-02,C1049,closed,2.0,33.76,EUR,user50@example.com,66.8
51,2025-09-30,C1050,closed,2.0,43.89,EUR,user51@example.com,87.99
52,2025-09-09,C1051,open,3.0,18.55,GBP,user52@example.com,55.76
53,2025-09-13,C1052,closed,4.0,23.13,EUR,user53@example.com,91.02
54,2025-09-26,C1053,open,3.0,55.04,USD,user54@example.com,166.37
55,2025-10-20,C1054,open,1.0,19.53,USD,user55@example.com,19.86
56,2025-09-25,C1055,pending,4.0,59.32,USD,user56@example.com,233.45
57,2025-09-07,C1056,open,3.0,54.97,EUR,user57@example.com,163.85
58,2025-09-18,C1057,closed,3.0,11.0,EUR,user58@example.com,33.56
59,2025-09-21,C1058,closed,3.0,29.58,GBP,user59@example.com,88.29
60,2025-09-28,C1059,open,5.0,28.32,USD,user60@example.com,141.57
61,2025-09-24,C1060,closed,3.0,41.07,GBP,user61@example.com,122.47
62,2025-09-08,C1061,open,5.0,11.19,USD,user62@example.com,56.43
63,2025-09-13,C1062,pending,2.0,35.01,USD,user63@example.com,71.19
64,2025-10-04,C1063,closed,2.0,27.28,GBP,user64@example.com,53.78
65,2025-10-13,C1064,open,2.0,45.97,USD,user65@example.com,92.8
66,2025-09-19,C1065,closed,2.0,55.15,GBP,user66@example.com,108.23
67,2025-09-25,C1066,pending,4.0,18.13,EUR,user67@example.com,71.69
